cd,nm,corp_name,stock_code,industry,main_product,listed_date,settle_month,hpage,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,증권구분,주식종류,액면가,상장주식수,yh_code,stock_code_ori
A195990,에이비프로바이오,에이비프로바이오,195990,특수 목적용 기계 제조업,소형 머시닝센터,2015-04-13,12월,http://www.abprobio.co.kr,KR7195990007,195990,에이비프로바이오,에이비프로바이오,"Abpro Bio Co., Ltd.",2015-04-13,주권,보통주,500,260240053,195990.KQ,195990
A003800,에이스침대,에이스침대,003800,가구 제조업,침대,1996-05-03,12월,http://www.acebed.co.kr,KR7003800000,003800,에이스침대,에이스침대,AceBed,1996-05-03,주권,보통주,1000,11090000,003800.KQ,003800
A241840,에이스토리,에이스토리,241840,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작,2019-07-19,12월,http://www.astory.co.kr,KR7241840008,241840,에이스토리,에이스토리,"ASTORY Co., Ltd.",2019-07-19,주권,보통주,500,9531760,241840.KQ,241840
A312610,에이에프더블류,에이에프더블류,312610,일차전지 및 축전지 제조업,음극마찰용접단자,2019-07-01,12월,http://www.asanfw.com,KR7312610009,312610,에이에프더블류,에이에프더블류,"A.F.W Co., Ltd",2019-07-01,주권,보통주,500,20256888,312610.KQ,312610
A015260,에이엔피,에이엔피,015260,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조",1988-01-18,12월,http://anpcb.co.kr,KR7015260003,015260,에이엔피보통주,에이엔피,AUTOMOBILE&PCB,1988-01-18,주권,보통주,500,22336409,015260.KS,015260
A072990,에이치시티,에이치시티,072990,기타 과학기술 서비스업,기술검사서비스,2016-10-17,12월,http://www.hct.co.kr,KR7072990005,072990,에이치시티,에이치시티,HCT,2016-10-17,주권,보통주,500,6995611,072990.KQ,072990
A227100,에이치앤비디자인,에이치앤비디자인,227100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",스마트 액세서리(보조배터리 등),2018-11-15,12월,http://designcorp.co.kr,KR7227100005,227100,에이치앤비디자인,에이치앤비디자인,H&B Design,2018-11-15,주권,보통주,500,10786221,227100.KQ,227100
A043220,에이치엘비파워,에이치엘비파워,043220,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway",2001-07-03,12월,http://www.hlbpower.com,KR7043220003,043220,에이치엘비파워,에이치엘비파워,"HLB POWER Co., Ltd.",2001-07-03,주권,보통주,500,91115377,043220.KQ,043220
A239610,에이치엘사이언스,에이치엘사이언스,239610,기타 식품 제조업,건강기능식품 등,2016-10-28,12월,http://www.hlscience.com,KR7239610009,239610,에이치엘사이언스,에이치엘사이언스,"HLSCIENCE Co., LTD",2016-10-28,주권,보통주,500,5392115,239610.KQ,239610
A044780,에이치케이,에이치케이,044780,특수 목적용 기계 제조업,레이저가공 절단기,2000-09-07,12월,http://www.hk-global.com,KR7044780005,044780,에이치케이,에이치케이,"HK CO., LTD.",2000-09-07,주권,보통주,500,18505787,044780.KQ,044780
A357230,에이치피오,에이치피오,357230,기타 식품 제조업,"건강기능식품(유산균, 비타민 등)",2021-05-14,12월,http://denps.com/kor/,KR7357230002,357230,에이치피오,에이치피오,"H.PIO Co.,Ltd",2021-05-14,주권,보통주,500,19938160,357230.KQ,357230
A071670,에이테크솔루션,에이테크솔루션,071670,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)",2009-04-17,12월,http://www.atechsolution.co.kr,KR7071670004,071670,에이테크솔루션,에이테크솔루션,"A-Tech Solution CO., LTD.",2009-04-17,주권,보통주,500,10000000,071670.KQ,071670
A045660,에이텍,에이텍,045660,컴퓨터 및 주변장치 제조업,"PC,모니터",2001-05-24,12월,http://www.atec.kr,KR7045660008,045660,에이텍,에이텍,"ATEC CO.,Ltd",2001-05-24,주권,보통주,500,8260000,045660.KQ,045660
A224110,에이텍티앤,에이텍티앤,224110,통신 및 방송 장비 제조업,교통카드단말기,2015-08-25,12월,http://www.atectn.co.kr,KR7224110007,224110,에이텍티앤,에이텍티앤,"ATEC T& CO.,LTD.",2015-08-25,주권,보통주,500,5340000,224110.KQ,224110
A230980,에이트원,에이트원,230980,소프트웨어 개발 및 공급업,VR기반 교육훈련용솔루션,2016-03-02,12월,http://www.aiitone.com,KR7230980005,230980,에이트원,에이트원,"AIIT ONE Co., Ltd.",2016-03-02,주권,보통주,100,62028433,230980.KQ,230980
A089530,에이티세미콘,에이티세미콘,089530,반도체 제조업,반도체 PKG&TEST,2011-11-11,12월,http://www.atsemi.com,KR7089530000,089530,에이티세미콘,에이티세미콘,"AT semicon Co., Ltd.",2011-11-11,주권,보통주,500,30962842,089530.KQ,089530
A200470,에이팩트,에이팩트,200470,"그외 기타 전문, 과학 및 기술 서비스업",메모리 반도체 테스트,2014-12-26,12월,http://www.apact.co.kr,KR7200470003,200470,에이팩트,에이팩트,"APACT Co., Ltd.",2014-12-26,주권,보통주,500,18476189,200470.KQ,200470
A262260,에이프로,에이프로,262260,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)",2020-07-16,12월,http://www.aproele.com,KR7262260003,262260,에이프로,에이프로,"A PRO Co., LTD",2020-07-16,주권,보통주,500,7065942,262260.KQ,262260
A003060,에이프로젠제약,에이프로젠제약,003060,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매",1984-10-19,12월,http://www.aprogen-pharm.com,KR7003060001,003060,에이프로젠제약보통주,에이프로젠제약,"Aprogen pharmaceuticals,Inc.",1984-10-19,주권,보통주,500,398575767,003060.KS,003060
A244920,에이플러스에셋,에이플러스에셋,244920,보험 및 연금관련 서비스업,보험대리 및 중개업,2020-11-20,12월,,KR7244920005,244920,에이플러스에셋보통주,에이플러스에셋,A Plus Asset,2020-11-20,주권,보통주,500,22607693,244920.KS,244920
A089970,에이피티씨,에이피티씨,089970,특수 목적용 기계 제조업,300mm Poly Etch System,2018-08-23,12월,http://www.iaptc.com/,KR7089970008,089970,에이피티씨,에이피티씨,APTC,2018-08-23,주권,보통주,100,23700595,089970.KQ,089970
A230240,에치에프알,에치에프알,230240,통신 및 방송 장비 제조업,유선 및 무선통신장비 제조 및 제조서비스,2015-12-16,12월,http://www.hfrnet.com,KR7230240004,230240,에치에프알,에치에프알,"HFR, Inc.",2015-12-16,주권,보통주,500,12882020,230240.KQ,230240
A230360,에코마케팅,에코마케팅,230360,광고업,"온라인, 모바일 광고 종합대행업",2016-08-08,12월,http://www.echomarketing.co.kr,KR7230360000,230360,에코마케팅,에코마케팅,"ECHOMARKETING Co.,Ltd.",2016-08-08,주권,보통주,100,32733029,230360.KQ,230360
A128540,에코캡,에코캡,128540,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)",2018-12-05,12월,http://www.ecocab.co.kr,KR7128540002,128540,에코캡,에코캡,"ECOCAB CO., LTD.",2018-12-05,주권,보통주,100,14558800,128540.KQ,128540
A086520,에코프로,에코프로,086520,기타 화학제품 제조업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,http://www.ecopro.co.kr,KR7086520004,086520,에코프로,에코프로,"ECOPRO CO., LTD",2007-07-20,주권,보통주,500,23975672,086520.KQ,086520
A247540,에코프로비엠,에코프로비엠,247540,일차전지 및 축전지 제조업,양극활물질,2019-03-05,12월,http://www.ecoprobm.co.kr,KR7247540008,247540,에코프로비엠,에코프로비엠,"ECOPRO BM CO., LTD.",2019-03-05,주권,보통주,500,22919466,247540.KQ,247540
A383310,에코프로에이치엔,에코프로에이치엔,383310,기타 화학제품 제조업,환경오염 방지 관련 소재 및 설비,2021-05-28,12월,http://www.ecoprohn.co.kr,KR7383310000,383310,에코프로에이치엔,에코프로에이치엔,"ECOPRO HN CO., LTD",2021-05-28,주권,보통주,500,15304932,383310.KQ,383310
A038110,에코플라스틱,에코플라스틱,038110,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류,2000-03-23,12월,http://WWW.AP.CO.KR,KR7038110003,038110,에코플라스틱,에코플라스틱,ECOPLASTIC CORPORATION,2000-03-23,주권,보통주,500,34169370,038110.KQ,038110
A073540,에프알텍,에프알텍,073540,통신 및 방송 장비 제조업,이동통신용중계기,2007-05-18,12월,http://www.frtek.co.kr,KR7073540007,073540,에프알텍,에프알텍,"FRTEK CO., LTD.",2007-05-18,주권,보통주,500,11400000,073540.KQ,073540
A064850,에프앤가이드,에프앤가이드,064850,기타 정보 서비스업,"금융정보서비스, INDEX, 펀드평가 등",2020-12-17,12월,http://www.fnguide.com,KR7064850001,064850,에프앤가이드,에프앤가이드,FnGuide Inc.,2020-12-17,주권,보통주,500,12080000,064850.KQ,064850
A064090,에프앤리퍼블릭,에프앤리퍼블릭,064090,상품 종합 도매업,"Jayjun, Nerdy 외",2002-12-17,12월,http://www.fnrepublic.com,KR7064090004,064090,에프앤리퍼블릭,에프앤리퍼블릭,"FN REPUBLIC Co., Ltd",2002-12-17,주권,보통주,500,10989409,064090.KQ,064090
A036810,에프에스티,에프에스티,036810,전자부품 제조업,"펠리클(반도체부품), 칠러장비, 반도체유통",2000-01-18,12월,http://www.fstc.co.kr,KR7036810000,036810,에프에스티,에프에스티,FINE SEMITECH Corp.,2000-01-18,주권,보통주,500,21756789,036810.KQ,036810
A083500,에프엔에스테크,에프엔에스테크,083500,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비",2017-02-27,12월,http://www.fnstech.com,KR7083500009,083500,에프엔에스테크,에프엔에스테크,"FNS TECH. Co.,Ltd.",2017-02-27,주권,보통주,500,8385722,083500.KQ,083500
A054940,엑사이엔씨,엑사이엔씨,054940,실내건축 및 건축마무리 공사업,실내건축 공사업,2001-12-13,12월,http://www.exaenc.com,KR7054940002,054940,엑사이엔씨,엑사이엔씨,"EXA E&C, Inc",2001-12-13,주권,보통주,500,33173548,054940.KQ,054940
A950130,엑세스바이오,엑세스바이오,950130,의료용품 및 기타 의약 관련제품 제조업,"말라리아 진단키트(RDT), HIV 진단키트(RDT)",2013-05-30,12월,http://www.accessbio.net,KR8840090003,950130,엑세스바이오,엑세스바이오,"Access Bio, Inc.",2013-05-30,주식예탁증권,보통주,무액면,36315527,950130.KQ,950130
A205100,엑셈,엑셈,205100,소프트웨어 개발 및 공급업,"DB, E2E 성능관리 SW",2014-11-07,12월,http://www.ex-em.com,KR7205100001,205100,엑셈,엑셈,"EXEM CO., LTD.",2014-11-07,주권,보통주,100,35132273,205100.KQ,205100
A070300,엑스큐어,엑스큐어,070300,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,http://www.xcure.co.kr,KR7070300009,070300,엑스큐어,엑스큐어,Xcure Corp.,2010-06-09,주권,보통주,500,7366074,070300.KQ,070300
A092870,엑시콘,엑시콘,092870,특수 목적용 기계 제조업,반도체 검사장비,2015-10-22,12월,http://www.exicon.co.kr,KR7092870005,092870,엑시콘,엑시콘,"Exicon Co., Ltd.",2015-10-22,주권,보통주,500,10476127,092870.KQ,092870
A317870,엔바이오니아,엔바이오니아,317870,그외 기타 제품 제조업,양전하필터(정수기),2019-10-24,12월,http://envioneer.com,KR7317870004,317870,엔바이오니아,엔바이오니아,"Envioneer Co., Ltd.",2019-10-24,주권,보통주,500,7683055,317870.KQ,317870
A067570,엔브이에이치코리아,엔브이에이치코리아,067570,자동차 신품 부품 제조업,"헤드라이너, NVH부품",2013-12-03,12월,http://www.nvhkorea.com,KR7067570002,067570,엔브이에이치코리아,엔브이에이치코리아,NVH KOREA INC.,2013-12-03,주권,보통주,500,32824712,067570.KQ,067570
A236810,엔비티,엔비티,236810,광고업,모바일 포인트 광고 플랫폼,2021-01-21,12월,http://nbt.com/,KR7236810008,236810,엔비티,엔비티,NBT INC.,2021-01-21,주권,보통주,100,8487713,236810.KQ,236810
A333620,엔시스,엔시스,333620,기타 전기장비 제조업,2차전지 머신비전 검사장비,2021-04-01,12월,http://www.n-sys.co.kr/,KR7333620003,333620,엔시스,엔시스,"Nsys Co., Ltd.",2021-04-01,주권,보통주,100,10556344,333620.KQ,333620
A101400,엔시트론,엔시트론,101400,반도체 제조업,디지털오디오앰프칩,2009-03-31,12월,http://www.neofidelity.com,KR7101400000,101400,엔시트론,엔시트론,"N CITRON, INC.",2009-03-31,주권,보통주,500,32295909,101400.KQ,101400
A036570,엔씨소프트,엔씨소프트,036570,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,http://www.ncsoft.net,KR7036570000,036570,엔씨소프트보통주,엔씨소프트,NCsoftCorporation,2003-05-22,주권,보통주,500,21954022,036570.KS,036570
A217820,엔에스,엔에스,217820,특수 목적용 기계 제조업,2차전지 자동화 설비,2015-12-07,12월,http://www.cns2.co.kr,KR7217820000,217820,엔에스,엔에스,"NS Co., Ltd",2015-12-07,주권,보통주,500,11513237,217820.KQ,217820
A138250,엔에스쇼핑,엔에스쇼핑,138250,무점포 소매업,TV홈쇼핑,2015-03-27,12월,http://pr.nsmall.com,KR7138250006,138250,엔에스쇼핑보통주,엔에스쇼핑,"NS Shopping Co., Ltd",2015-03-27,주권,보통주,500,33696000,138250.KS,138250
A031860,엔에스엔,엔에스엔,031860,상품 종합 도매업,FLC,1997-01-07,12월,http://www.a-motion.co.kr,KR7031860000,031860,엔에스엔,엔에스엔,"NSN Co., Ltd.",1997-01-07,주권,보통주,500,57693009,031860.KQ,031860
A265740,엔에프씨,엔에프씨,265740,기타 화학제품 제조업,화장품 원료 제조 및 판매,2020-12-02,12월,http://nfccosmetics.co.kr,KR7265740001,265740,엔에프씨,엔에프씨,NFC Corporation,2020-12-02,주권,보통주,100,8931800,265740.KQ,265740
A354200,엔젠바이오,엔젠바이오,354200,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매",2020-12-10,12월,http://ngenebio.com,KR7354200008,354200,엔젠바이오,엔젠바이오,"NGeneBio Co., Ltd.",2020-12-10,주권,보통주,1000,12430912,354200.KQ,354200
A208860,엔지스테크널러지,엔지스테크널러지,208860,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등",2016-07-28,12월,http://www.engistech.com,KR7208860007,208860,엔지스테크널러지,엔지스테크널러지,"EnGIS Technologies, Inc.",2016-07-28,주권,보통주,500,11443863,208860.KQ,208860
A183490,엔지켐생명과학,엔지켐생명과학,183490,기초 의약물질 및 생물학적 제제 제조업,"EC-18(신약), 원료의약품",2018-02-21,12월,http://www.enzychem.co.kr,KR7183490002,183490,엔지켐생명과학,엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,2018-02-21,주권,보통주,500,8331345,183490.KQ,183490
A085310,엔케이,엔케이,085310,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매",2008-01-24,12월,http://www.nkcf.com,KR7085310001,085310,엔케이 보통주,엔케이,NK,2008-01-24,주권,보통주,500,79983352,085310.KS,085310
A182400,엔케이맥스,엔케이맥스,182400,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue® KIT, SuperNK",2015-10-23,12월,http://www.nkmax.com,KR7182400002,182400,엔케이맥스,엔케이맥스,"NKMAX Co., Ltd.",2015-10-23,주권,보통주,500,38515963,182400.KQ,182400
A348370,엔켐,엔켐,348370,기초 화학물질 제조업,2차전지 전해액,2021-11-01,12월,http://www.enchem.net,KR7348370008,348370,엔켐,엔켐,"Enchem Co., Ltd.",2021-11-01,주권,보통주,500,15195692,348370.KQ,348370
A069410,엔텔스,엔텔스,069410,소프트웨어 개발 및 공급업,운용지원솔루션,2007-06-20,12월,http://www.ntels.com,KR7069410009,069410,엔텔스,엔텔스,"nTels Co., Ltd.",2007-06-20,주권,보통주,500,10244824,069410.KQ,069410
A227950,엔투텍,엔투텍,227950,특수 목적용 기계 제조업,반도체장비 부품 제조업,2015-11-18,06월,http://www.n2tech.kr,KR7227950003,227950,엔투텍,엔투텍,"N2TECH CO.,LTD",2015-11-18,주권,보통주,100,89551192,227950.KQ,227950
A291230,엔피,엔피,291230,기타 사업지원 서비스업,"브랜드 익스피어리언스, XR 콘텐츠, 메타버스",2018-09-13,12월,http://www.npinc.co.kr/,KR7291230001,291230,엔피,엔피,NP,2018-09-13,주권,보통주,100,39999808,291230.KQ,291230
A198080,엔피디,엔피디,198080,전자부품 제조업,스마트폰 OLED용 FPCA,2020-03-16,12월,http://www.newportdisplay.co.kr,KR7198080004,198080,엔피디,엔피디,"NPD Co.,Ltd.",2020-03-16,주권,보통주,500,21535185,198080.KQ,198080
A048830,엔피케이,엔피케이,048830,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱물질 제조업,2000-10-12,12월,http://www.npk.co.kr,KR7048830004,048830,엔피케이,엔피케이,"NPK CO., LTD",2000-10-12,주권,보통주,500,18723923,048830.KQ,048830
A096870,엘디티,엘디티,096870,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC",2008-05-02,12월,,KR7096870001,096870,엘디티,엘디티,LDT Inc.,2008-05-02,주권,보통주,500,6678400,096870.KQ,096870
A376190,엘비루셈,엘비루셈,376190,반도체 제조업,디스플레이 구동 반도체(Driver IC),2021-06-11,12월,http://www.lblusem.com,KR7376190005,376190,엘비루셈,엘비루셈,"LB Lusem Co., Ltd.",2021-06-11,주권,보통주,500,24600000,376190.KQ,376190
A061970,엘비세미콘,엘비세미콘,061970,반도체 제조업,"골드범핑, 솔더범핑 등",2011-01-31,12월,http://www.lbsemicon.com,KR7061970000,061970,엘비세미콘,엘비세미콘,"LB SEMICON CO., LTD.",2011-01-31,주권,보통주,500,43784592,061970.KQ,061970
A138690,엘아이에스,엘아이에스,138690,특수 목적용 기계 제조업,"LGP Engraving M/C, Cell Sealing M/C",2011-06-02,12월,http://www.liser.co.kr,KR7138690003,138690,엘아이에스,엘아이에스,"LIS Co., Ltd.",2011-06-02,주권,보통주,500,19090241,138690.KQ,138690
A290650,엘앤씨바이오,엘앤씨바이오,290650,의약품 제조업,"인체조직(피부, 뼈, 연골)",2018-11-01,12월,http://www.lncbio.co.kr,KR7290650001,290650,엘앤씨바이오,엘앤씨바이오,L&C BIO,2018-11-01,주권,보통주,500,22684891,290650.KQ,290650
A066970,엘앤에프,엘앤에프,066970,일차전지 및 축전지 제조업,2차전지 양극활물질,2003-01-02,12월,http://www.landf.co.kr,KR7066970005,066970,엘앤에프,엘앤에프,"L&F CO., LTD",2003-01-02,주권,보통주,500,34810264,066970.KQ,066970
A073110,엘엠에스,엘엠에스,073110,전자부품 제조업,프리즘시트,2007-10-12,12월,,KR7073110009,073110,엘엠에스,엘엠에스,"LMS Co.,Ltd.",2007-10-12,주권,보통주,500,8895755,073110.KQ,073110
A083310,엘오티베큠,엘오티베큠,083310,특수 목적용 기계 제조업,반도체제조용진공펌프,2005-10-05,12월,http://www.lotvacuum.com,KR7083310003,083310,엘오티베큠,엘오티베큠,"LOT Vacuum. Co., Ltd.",2005-10-05,주권,보통주,500,17810033,083310.KQ,083310
A037950,엘컴텍,엘컴텍,037950,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL",2000-08-24,12월,http://www.elcomtec.co.kr,KR7037950003,037950,엘컴텍,엘컴텍,"ELCOMTEC CO.,LTD",2000-08-24,주권,보통주,500,84447519,037950.KQ,037950
A170920,엘티씨,엘티씨,170920,기초 화학물질 제조업,FPD(LCD/OLED) 및 반도체용 박리액,2013-10-08,12월,http://www.l-tech.co.kr,KR7170920003,170920,엘티씨,엘티씨,"LTC Co., LTD.",2013-10-08,주권,보통주,500,8019363,170920.KQ,170920
A058630,엠게임,엠게임,058630,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)",2008-12-19,12월,http://www.mgamecorp.com,KR7058630005,058630,엠게임,엠게임,Mgame Corp.,2008-12-19,주권,보통주,500,19543877,058630.KQ,058630
A058970,엠로,엠로,058970,소프트웨어 개발 및 공급업,"SCM구축 및 용역, 라이선스, 기술료, 클라우드사용료",2021-08-13,12월,http://www.emro.co.kr,KR7058970005,058970,엠로,엠로,"EMRO., Incorporated",2021-08-13,주권,보통주,500,10852120,058970.KQ,058970
A019590,엠벤처투자,엠벤처투자,019590,신탁업 및 집합투자업,벤처캐피탈,1989-03-14,12월,http://www.m-vc.co.kr,KR7019590009,019590,엠벤처투자,엠벤처투자,"M-VENTURE INVESTMENT, INC.",1989-03-14,주권,보통주,500,78536457,019590.KQ,019590
A097520,엠씨넥스,엠씨넥스,097520,영상 및 음향기기 제조업,"모바일 카메라모듈,전장 카메라모듈,블랙박스,IP 카메라",2021-07-06,12월,http://www.mcnex.co.kr,KR7097520001,097520,엠씨넥스보통주,엠씨넥스,"MCNEX Co.,Ltd.",2021-07-06,주권,보통주,500,17974432,097520.KS,097520
A179290,엠아이텍,엠아이텍,179290,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기,2018-11-29,12월,http://www.mitech.co.kr,KR7179290002,179290,엠아이텍,엠아이텍,"MITECH CO., LTD.",2018-11-29,주권,보통주,500,31291998,179290.KQ,179290
A009780,엠에스씨,엠에스씨,009780,기타 식품 제조업,식품첨가물,1993-10-12,12월,http://www.msckorea.com,KR7009780008,009780,엠에스씨,엠에스씨,MSC,1993-10-12,주권,보통주,500,17600000,009780.KQ,009780
A123040,엠에스오토텍,엠에스오토텍,123040,자동차 신품 부품 제조업,자동차 차체 부품,2010-08-06,12월,http://ms-global.com,KR7123040008,123040,엠에스오토텍,엠에스오토텍,"MS AUTOTECH COMPANY, LIMITED",2010-08-06,주권,보통주,500,43604330,123040.KQ,123040
A323230,엠에프엠코리아,엠에프엠코리아,323230,편조의복 제조업,"남성,여성,남아,여아용 면의류",2019-06-19,12월,http://www.mfmkorea.com,KR7323230003,323230,엠에프엠코리아,엠에프엠코리아,"MFM KOREA Co., Ltd.",2019-06-19,주권,보통주,100,30271660,323230.KQ,323230
A033160,엠케이전자,엠케이전자,033160,전자부품 제조업,반도체용세금선,1997-11-10,12월,http://www.mke.co.kr,KR7033160003,033160,엠케이전자,엠케이전자,MKElectron,1997-11-10,주권,보통주,500,21807689,033160.KQ,033160
A033310,엠투엔,엠투엔,033310,기타 금속 가공제품 제조업,산업용자동제어반기기,1997-11-10,12월,http://www.dkdni.co.kr,KR7033310004,033310,엠투엔,엠투엔,"M2N Co.,Ltd",1997-11-10,주권,보통주,500,40342231,033310.KQ,033310
A259630,엠플러스,엠플러스,259630,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,12월,http://www.mplusi.co.kr,KR7259630002,259630,엠플러스,엠플러스,mPlus Corp,2017-09-20,주권,보통주,500,11887712,259630.KQ,259630
A065150,엠피대산,엠피대산,065150,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등",2007-07-18,12월,http://www.mrpizza.co.kr,KR7065150005,065150,엠피대산,엠피대산,MPDAESAN Inc,2007-07-18,주권,보통주,100,125282405,065150.KQ,065150
A115960,연우,연우,115960,플라스틱제품 제조업,화장품 용기,2015-11-02,12월,http://www.yonwookorea.com,KR7115960007,115960,연우,연우,"YONWOO CO., LTD",2015-11-02,주권,보통주,500,12398000,115960.KQ,115960
A090740,연이비앤티,연이비앤티,090740,전자부품 제조업,"LCD,PDP및단말기용PBA",2007-09-19,12월,http://www.younyi.co.kr,KR7090740002,090740,연이비앤티,연이비앤티,YOUNYI B&T Inc.,2007-09-19,주권,보통주,500,19126082,090740.KQ,090740
A060850,영림원소프트랩,영림원소프트랩,060850,소프트웨어 개발 및 공급업,"ERP Package, 유지 관리 등",2020-08-12,12월,http://ksystem.co.kr,KR7060850005,060850,영림원소프트랩,영림원소프트랩,"YoungLimWon SoftLab. Co., Ltd.",2020-08-12,주권,보통주,500,8131000,060850.KQ,060850
A014440,영보화학,영보화학,014440,플라스틱제품 제조업,"가교발포폴리에틸렌(아티론,영보드) 제조,판매",1997-08-27,12월,http://www.youngbo.com,KR7014440002,014440,영보화학보통주,영보화학,YoungboChemical,1997-08-27,주권,보통주,500,20000000,014440.KS,014440
A143540,영우디에스피,영우디에스피,143540,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,2014-10-29,12월,http://www.ywdsp.com,KR7143540003,143540,영우디에스피,영우디에스피,"YoungWoo DSP Co.,Ltd.",2014-10-29,주권,보통주,500,44599895,143540.KQ,143540
A111770,영원무역,영원무역,111770,상품 종합 도매업,스포츠의류,2009-07-30,12월,,KR7111770004,111770,영원무역보통주,영원무역,Youngone Corporation,2009-07-30,주권,보통주,500,44311468,111770.KS,111770
A009970,영원무역홀딩스,영원무역홀딩스,009970,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,,KR7009970005,009970,영원무역홀딩스보통주,영원무역홀딩스,YoungoneHoldings,1988-11-07,주권,보통주,500,13635592,009970.KS,009970
A003520,영진약품,영진약품,003520,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매",1973-06-25,12월,http://www.yungjin.co.kr,KR7003520004,003520,영진약품보통주,영진약품,YUNGJIN PHARM,1973-06-25,주권,보통주,500,182892731,003520.KS,003520
A000670,영풍,영풍,000670,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,http://www.ypzinc.co.kr,KR7000670000,000670,영풍보통주,영풍,Youngpoong,1976-06-12,주권,보통주,5000,1842040,000670.KS,000670
A036560,영풍정밀,영풍정밀,036560,일반 목적용 기계 제조업,"펌프, 밸브, 주물",1999-12-28,12월,http://www.yppc.co.kr,KR7036560001,036560,영풍정밀,영풍정밀,YOUNG POONG PRECISION CORPORATION,1999-12-28,주권,보통주,500,15750000,036560.KQ,036560
A006740,영풍제지,영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,http://www.yp21.co.kr,KR7006740005,006740,영풍제지보통주,영풍제지,YoungpoongPaperMfg,1996-07-03,주권,보통주,500,22200000,006740.KS,006740
A012280,영화금속,영화금속,012280,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,http://www.yeonghwa.co.kr,KR7012280004,012280,영화금속보통주,영화금속,YeonghwaMetal,1990-01-25,주권,보통주,500,53394505,012280.KS,012280
A265560,영화테크,영화테크,265560,자동차 신품 부품 제조업,자동차 정션박스 등,2017-10-26,12월,http://www.yhtec.com,KR7265560003,265560,영화테크,영화테크,"Younghwa Tech Co., Ltd.",2017-10-26,주권,보통주,500,10690180,265560.KQ,265560
A012160,영흥,영흥,012160,1차 철강 제조업,와이어로프 등,2010-01-25,12월,,KR7012160008,012160,영흥보통주,영흥,YOUNGWIRE,2010-01-25,주권,보통주,500,101310372,012160.KS,012160
A036000,예림당,예림당,036000,"서적, 잡지 및 기타 인쇄물 출판업",무선가입자망 단말기 및 차량용핸즈프리,1999-11-30,12월,http://yearim.co.kr,KR7036000008,036000,예림당,예림당,"YeaRimDang Publishing Co., Ltd.",1999-11-30,주권,보통주,500,23034277,036000.KQ,036000
A250930,예선테크,예선테크,250930,플라스틱제품 제조업,기업인수합병,2016-09-29,12월,,KR7250930005,250930,예선테크,예선테크,"YeSUN Tech Co., Ltd.",2016-09-29,주권,보통주,100,33000440,250930.KQ,250930
A015360,예스코홀딩스,예스코홀딩스,015360,기타 금융업,지주사업,1996-12-24,12월,http://www.yescoholdings.com,KR7015360001,015360,예스코홀딩스보통주,예스코홀딩스,Yesco Holdings,1996-12-24,주권,보통주,5000,6000000,015360.KS,015360
